id,nombre_director,job,director_id
272693,Ari Sandel,Director,991868
128876,Ronnie Thompson,Director,1088094
128876,James Nunn,Director,1088096
281230,Michael Worth,Director,84769
281230,Kate Connor,Director,105363
297544,Emile Edwin Smith,Director,1282041
56233,Mario Monicelli,Director,32375
239030,Jakob Lass,Director,1285455
280002,Casey La Scala,Director,57048
93556,Dusty Bias,Director,999909
193650,Bruno Bianchi,Director,111508
277355,Joe Lynch,Director,84335
89247,Joan Espinach,Director,938636
89247,Ricardo Ramón,Director,938637
285135,W.D. Hogan,Director,1187609
63616,Jaime Chávarri,Director,37613
121828,Takeshi Kitano,Director,3317
269576,Srđan Dragojević,Director,213379
73065,Aldo Lado,Director,41092
133764,Kristina Buozyte,Director,995521
32088,George Roy Hill,Director,9577
276844,Josh Lawson,Director,189230
136619,Enzo D'Alò,Director,147001
21013,Mats Lindberg,Director,1312967
21013,Carl Åstrand,Director,1312968
32649,Henrik Georgsson,Director,212825
44552,Pontus Klänge,Director,1081835
44552,Jonathan Metzger,Director,1081836
12609,Stefan Fjeldmark,Director,58268
12609,Michael Hegner,Director,73094
12609,Greg Manwaring,Director,73095
27119,Ella Lemhagen,Director,79272
286805,L. Gabriel Gonda,Director,1646354
36674,Tomas Alfredson,Director,74396
77331,Måns Herngren,Director,88792
77331,Hannes Holm,Director,556711
30149,Stephan Apelgren,Director,81210
27599,Johanna Hald,Director,98319
27600,Johanna Hald,Director,98319
35927,Alan Bunce,Director,1686489
30576,Olle Hellbom,Director,55006
135337,Mai Zetterling,Director,55156
92690,Cesare Canevari,Director,101191
28573,Cesare Canevari,Director,101191
29167,Michele Massimo Tarantini,Director,38595
29167,Giuliano Carnimeo,Director,103111
267268,Henry Bedwell,Director,1314787
83897,Sandro Aguilar,Director,876106
214251,Albert Serra,Director,932161
266034,Mathieu Amalric,Director,8789
160160,Denis Côté,Director,236421
72985,Brillante Mendoza,Director,56213
211579,Hong Sang-soo,Director,150975
97762,Ben Rivers,Director,932613
211722,Ben Rivers,Director,932613
211722,Ben Russell,Director,1070225
128120,João Pedro Rodrigues,Director,73752
128120,João Rui Guerra da Mata,Director,1086400
214069,Corneliu Porumboiu,Director,109293
54598,Michael Tully,Director,150956
285463,Martin Rejtman,Director,1082091
60120,Sergio Caballero,Director,1188433
253377,Sergio Caballero,Director,1188433
139808,Cesc Gay,Director,73693
25251,Jacques Deray,Director,40235
204384,Frauke Finsterwalder,Director,1186770
40417,Olivier Marchal,Director,52342
74608,Karl Golden,Director,460317
63112,Paolo Cavara,Director,100336
97313,Gower Champion,Director,118222
96306,Fabiomassimo Lozzi,Director,1008539
200547,Herz Frank,Director,1203057
217708,Benedikt Erlingsson,Director,42092
9948,Jim Kammerud,Director,60725
293461,Antti Haase,Director,1365248
12575,Rainer Kaufmann,Director,49625
41571,Guy Maddin,Director,97579
317384,Bruno Dumont,Director,95901
81981,Hasse Ekman,Director,145691
80337,Paul Mariano,Director,885470
80337,Kurt Norton,Director,928282
85642,Les Blank,Director,142594
8779,Karel Zeman,Director,53859
163366,Les Blank,Director,142594
39064,Joko Anwar,Director,121798
28770,Terence Fisher,Director,29662
137008,James Benning,Director,1012088
118497,Karel Kachyňa,Director,588925
162510,Fernando Fernán Gómez,Director,965
250660,Andrew Rossi,Director,550669
41213,Karel Zeman,Director,53859
129129,Bill Morrison,Director,1038003
190152,Claude Friese-Greene,Director,890566
217268,J.B.L. Noel,Director,1201869
85658,Les Blank,Director,142594
122479,Alexander Hammid,Director,96814
122479,Maya Deren,Director,96813
290739,Julian T. Pinder,Director,1156778
128831,Chris Marker,Director,9956
248921,Ivan Mykolaichuk,Director,96209
49957,Murray Siple,Director,143100
163978,Nick Sherman,Director,1169869
25657,Naoko Ogigami,Director,94050
96574,Corinna Belz,Director,240637
257537,Laila Pakalnina,Director,1086269
56691,Edith Carlmar,Director,224715
74711,Karen Shakhnazarov,Director,235417
47448,Erik Løchen,Director,1032520
102691,Werner Herzog,Director,6818
205504,Victor Sjöström,Director,8741
282009,Victor Sjöström,Director,8741
206390,Victor Sjöström,Director,8741
133643,Victor Sjöström,Director,8741
116991,Victor Sjöström,Director,8741
239123,Andrea Kreuzhage,Director,952078
87506,Henning Carlsen,Director,213457
217590,Morten Skallerud,Director,1202472
257534,Laila Pakalnina,Director,1086269
26805,Henry Levin,Director,39743
62851,Kinji Fukasaku,Director,31074
29470,Felix E. Feist,Director,103910
30640,Robert Stevenson,Director,5834
26925,Nick Grinde,Director,96608
120850,Benny Zenga,Director,584011
173484,Josh Johnson,Director,1156218
4885,Stanislav Govorukhin,Director,39787
199661,Agnès Obadia,Director,81818
43716,Virgil W. Vogel,Director,12345
83297,Gakuryû Ishii,Director,144014
151136,Laila Pakalnina,Director,1086269
166886,Jānis Nords,Director,1148528
144331,Aigars Grauba,Director,1153617
198782,Witold Leszczynski,Director,591296
1871,André Hunebelle,Director,19639
1870,André Hunebelle,Director,19639
1875,André Hunebelle,Director,19639
50401,Roy William Neill,Director,25165
92,Michael Glawogger,Director,801
20875,Leonid Gayday,Director,1190421
100246,Winsor McCay,Director,1024165
86823,Koreyoshi Kurahara,Director,82949
48419,Mitsuo Yanagimachi,Director,140470
56440,Fernando León de Aranoa,Director,15602
265929,Sam Cullman,Director,591400
265929,Jennifer Grausman,Director,1322669
265929,Mark Becker,Director,1322673
3485,Jesús Franco,Director,30956
49183,Jeremy Summers,Director,152013
72715,Nick Noe,Director,1658495
72715,Peter Glantz,Director,1658496
85711,Øystein Karlsen,Director,932494
195834,Aigars Grauba,Director,1153617
136742,Yevgeni Pashkevich,Director,1311866
98560,Sean Ackerman,Director,1018733
84442,Ivan Vyrypaev,Director,1181874
72478,Jan Komasa,Director,566109
121749,Juris Podnieks,Director,1074824
277688,Richard Bates Jr.,Director,1046489
43754,Mark Young,Director,123586
95010,Michael Findlay,Director,236380
116437,Juris Poškus,Director,1107751
227719,Dean Israelite,Director,1099862
321594,Louis C.K.,Director,52849
144183,Jack Gold,Director,70055
47868,Damon Thomas,Director,146864
167073,John Crowley,Director,77269
295490,Joe Swanberg,Director,40863
309298,Jared Hess,Director,53925
249688,James Ponsoldt,Director,930710
309299,Michael Almereyda,Director,54469
291869,Justin Kelly,Director,1362819
309581,Charles Stone III,Director,80215
310119,Rodrigo García,Director,77162
310121,Brett Haley,Director,932759
310001,Benson Lee,Director,1046142
309242,Ryan Fleck,Director,53068
309242,Anna Boden,Director,53069
309245,Noah Baumbach,Director,5656
309503,Mora Stephens,Director,1004172
232572,Ken Kwapis,Director,29009
245706,Rupert Goold,Director,150098
253406,Shari Springer Berman,Director,72205
253406,Robert Pulcini,Director,72206
288036,Leslye Headland,Director,217587
315882,Brad Besser,Director,1103619
319070,Douglas Tirola,Director,91186
319075,Brett Morgen,Director,102109
319091,Kirby Dick,Director,112588
319071,Sacha Jenkins,Director,1414867
318224,Alex Gibney,Director,71797
224972,Jennifer Siebel Newsom,Director,101045
319079,Amy Berg,Director,74060
318225,Kristina Goolsby,Director,1418960
318225,Ashley York,Director,1418963
319074,Tony Vainuku,Director,1414870
319074,Erika Cohn,Director,1414871
319078,Greg Whiteley,Director,112002
318044,Liz Garbus,Director,96199
312813,Mark Cousins,Director,1061561
275647,Mark Cousins,Director,1061561
275647,Mania Akbari,Director,557854
227800,Mark Cousins,Director,1061561
194537,Mark Cousins,Director,1061561
116649,Mark Cousins,Director,1061561
115553,Mark Cousins,Director,1061561
283235,Ramin Bahrani,Director,45730
125336,Mark Cousins,Director,1061561
251321,Claudia Llosa,Director,101399
283330,Mia Hansen-Løve,Director,222686
266082,Céline Sciamma,Director,68813
308457,Jennifer Phang,Director,586110
217313,Ivars Seleckis,Director,1201926
308453,Bryan Buckley,Director,1063377
308638,Andrew Mogel,Director,240376
308638,Jarrad Paul,Director,62763
250124,Marielle Heller,Director,177532
308639,Rick Famuyiwa,Director,51866
307946,Adam Salky,Director,108926
308369,Alfonso Gomez-Rejon,Director,1224031
308024,Patrick Brice,Director,1155547
308027,Jim Strouse,Director,52413
294132,Andrew Bujalski,Director,40864
308640,Chloé Zhao,Director,1395183
308032,Kyle Patrick Alvarez,Director,229482
308361,Nikole Beckwith,Director,1394638
306197,Kris Swanberg,Director,45423
193687,Craig Zobel,Director,79434
52286,Claude Pinoteau,Director,1961
56036,Mikkel Munch-Fals,Director,223682
161491,Michael Noer,Director,141884
254721,Dietrich Brüggemann,Director,28523
42316,Yves Hinant,Director,1200018
42316,Eric Cardot,Director,1200019
42316,Delphine Lehericey,Director,1200020
226163,Filippo Macelloni,Director,229115
226163,Lorenzo Garzella,Director,1211583
223202,Paolo Zucca,Director,1208697
103758,Matteo Garrone,Director,63973
57342,Gabriele Salvatores,Director,55916
3168,Salvatore Mereu,Director,31008
128508,Salvatore Mereu,Director,31008
188765,Hiner Saleem,Director,225244
68864,Gérard Pirès,Director,23945
190876,Sébastien Pilote,Director,1024246
309875,Staffan Lindberg,Director,106652
318007,Paul Magnus Lundø,Director,90779
256108,Feo Aladag,Director,40213
3480,Robert Enrico,Director,32012
5063,Jacques Rouffio,Director,19829
3423,Claude Sautet,Director,20789
82046,Robert Vernay,Director,592938
54880,André Hunebelle,Director,19639
288708,Ulrich Seidl,Director,40506
223519,David Bond,Director,1209090
124857,Gillies MacKinnon,Director,33405
80346,William Tannen,Director,29626
44489,Thom Best,Director,59940
202171,Pat Bermel,Director,294790
124524,Michael Cohn,Director,56956
71134,Patrick Dewolf,Director,255566
144910,Hy Averback,Director,120552
37978,Gary Yates,Director,103699
66787,David Langlitz,Director,1763968
64123,Dewi Humphreys,Director,98466
30492,Craig Singer,Director,82859
63154,Vladan Nikolić,Director,937247
69335,Marcos Jorge,Director,558263
81694,Timothy A. Chey,Director,238822
110390,Roy Andersson,Director,45791
123867,Isao Takahata,Director,628
26722,Anthony Waller,Director,58384
230266,Liv Ullmann,Director,11916
86391,Stéphane Robelin,Director,933226
73108,Gil Junger,Director,40243
315855,Guy Maddin,Director,97579
315855,Evan Johnson,Director,1409534
46342,David Grieco,Director,105105
312526,Jabbar Raisani,Director,1420778
287581,Krzysztof Zanussi,Director,591273
72784,Erik Van Looy,Director,82418
185341,Jaume Balagueró,Director,54525
307663,Brian A Miller,Director,1024823
87339,Kiyoshi Kurosawa,Director,26882
29112,Russell Rouse,Director,58861
40744,Russell Rouse,Director,58861
48156,Russell Rouse,Director,58861
65257,Lionel C. Martin,Director,229097
184143,Rod Hardy,Director,29078
74684,Pascal Plisson,Director,78419
278468,Dominic Polcino,Director,1223625
248576,Brant Sersen,Director,94354
62037,Edward Bernds,Director,34402
250761,Rory Kennedy,Director,1037308
213684,Stephanie Spray,Director,1198232
213684,Pacho Velez,Director,1198233
295069,James Franco,Director,17051
278677,Borys Lankosz,Director,229626
299796,Waldemar Krzystek,Director,94063
126376,Pedro Costa,Director,256841
88599,Gabriel Rojas Vera,Director,1031840
274990,Liv Ullmann,Director,11916
57438,Liv Ullmann,Director,11916
62352,Liv Ullmann,Director,11916
167810,Ryan Gosling,Director,30614
125305,James Benning,Director,1012088
217477,James Benning,Director,1012088
97046,James Benning,Director,1012088
36067,James Benning,Director,1012088
36120,James Benning,Director,1012088
318053,James Benning,Director,1012088
56405,Abdellatif Kechiche,Director,17458
72480,Abdellatif Kechiche,Director,17458
312152,Ilinca Calugareanu,Director,1555114
287524,Robert Hall,Director,82101
30131,Miguel M. Delgado,Director,125071
94744,Osvaldo Civirani,Director,259027
27873,Harley Cokeliss,Director,23858
125063,Harley Cokeliss,Director,23858
62432,Richard A. Colla,Director,40391
86598,Richard A. Colla,Director,40391
320316,Maccio Capatonda,Director,1258076
225184,Duilio Coletti,Director,115598
237171,Duilio Coletti,Director,115598
146563,Duilio Coletti,Director,115598
73984,John Sturges,Director,14520
73984,Duilio Coletti,Director,115598
51261,Jeff Kanew,Director,67897
93939,David Greene,Director,37915
12796,David Greene,Director,37915
155459,David Greene,Director,37915
96243,David Greene,Director,37915
55032,David Greene,Director,37915
257605,Gordon Davidson,Director,254335
257605,David Greene,Director,37915
266030,Marie Amachoukeli,Director,1312056
266030,Claire Burger,Director,1312057
266030,Samuel Theis,Director,1312061
302376,Burhan Qurbani,Director,1365658
255913,Manu Payet,Director,83967
255913,Rodolphe Lauga,Director,1293457
186629,Dino Risi,Director,57641
316269,Aleksandr Gromov,Director,1269761
146783,Alberto Lattuada,Director,146793
31293,Federico Fellini,Director,4415
31293,Cesare Zavattini,Director,12330
31293,Michelangelo Antonioni,Director,15189
31293,Dino Risi,Director,57641
31293,Carlo Lizzani,Director,122016
31293,Francesco Maselli,Director,129074
31293,Alberto Lattuada,Director,146793
276518,Alberto Lattuada,Director,146793
199198,Alberto Lattuada,Director,146793
82858,Alberto Lattuada,Director,146793
83782,Alberto Lattuada,Director,146793
73697,Alberto Lattuada,Director,146793
91901,André Téchiné,Director,96627
76821,André Téchiné,Director,96627
47718,André Téchiné,Director,96627
82817,André Téchiné,Director,96627
270899,André Téchiné,Director,96627
63432,Gianfranco Parolini,Director,37742
83122,Gianfranco Parolini,Director,37742
92316,Gianfranco Parolini,Director,37742
169800,Chris Eska,Director,983547
46439,Hollingsworth Morse,Director,151748
54325,Rob Williams,Director,84568
75224,Anders Østergaard,Director,89930
251994,John Herzfeld,Director,27846
56482,Renato De Maria,Director,224372
89720,Chris Munger,Director,1309070
17895,Koreyoshi Kurahara,Director,82949
110123,James L. Conway,Director,177876
119193,Alexandre Arcady,Director,64205
16925,Jonas Quastel,Director,198573
93103,Alex Gibney,Director,71797
54928,Jim Wynorski,Director,98132
24051,Ernie Barbarash,Director,5917
24051,Tia Buhl,Director,91408
250624,Scott L. Montoya,Director,590960
282042,Harun Farocki,Director,2333
282042,Hardi Volmer,Director,1084408
105891,Katie Wolfe,Director,173593
183910,Dan M. Kinem,Director,1301726
183910,Levi Peretic,Director,1301727
24707,Ian Connacher,Director,92397
289278,Ulf Malmros,Director,69646
126757,Cameron Cairnes,Director,1083154
126757,Colin Cairnes,Director,1083156
127668,Rezo Chkheidze,Director,1127813
110555,Levan Koguashvili,Director,1049945
142798,Eldar Shengelaya,Director,1117979
83429,Aleksandr Rou,Director,98839
134733,Savva Kulish,Director,629714
142808,Viktor Tregubovich,Director,544625
65102,Yan Frid,Director,99651
191096,Aleksandr Pavlovskiy ,Director,240560
56511,Louis Feuillade,Director,102844
56516,Louis Feuillade,Director,102844
56512,Louis Feuillade,Director,102844
56515,Louis Feuillade,Director,102844
107876,Gregory La Cava,Director,74659
186585,Robert L. Lippert,Director,70567
186585,Paul Landres,Director,121150
192544,Eddie Dew,Director,1230787
43094,Paul Landres,Director,121150
25164,Rafal Zielinski,Director,130424
44191,Rafal Zielinski,Director,130424
93116,Rafal Zielinski,Director,130424
104413,Rafal Zielinski,Director,130424
112525,Rafal Zielinski,Director,130424
85841,Robert D. Webb,Director,89216
107625,Robert D. Webb,Director,89216
143747,Alberto Cardone,Director,940777
64650,Giuliano Carnimeo,Director,103111
115353,Demofilo Fidani,Director,1046507
83140,Giuliano Carnimeo,Director,103111
83136,Giuliano Carnimeo,Director,103111
146079,Demofilo Fidani,Director,1046507
146079,Diego Spataro,Director,1046512
83124,Giuliano Carnimeo,Director,103111
102959,Mario Siciliano,Director,29388
27866,Shannon Hartman,Director,1827779
17485,Shannon Hartman,Director,1827779
47911,Shannon Hartman,Director,1827779
67952,Shannon Hartman,Director,1827779
216553,Shannon Hartman,Director,1827779
289333,Shannon Hartman,Director,1827779
63026,Luigi Cozzi,Director,88164
32322,William Crain,Director,106540
5519,Gianni Crea,Director,43877
64725,Armando Crispino,Director,31603
150704,Giorgio Cristallini,Director,1087351
72508,Sean S. Cunningham,Director,35475
55328,Patrick Read Johnson,Director,56059
256347,Joe Johnston,Director,4945
43645,Roberto Benigni,Director,4818
235093,Nelson McCormick,Director,45627
212836,Juan Cavestany,Director,225020
166089,Santiago A. Zannou,Director,1118953
29275,Marcos Carnevale,Director,89575
13351,Jun Falkenstein,Director,93301
15926,Michael Salomon,Director,565465
24476,David M. Evans,Director,69741
24477,Mark Griffiths,Director,106491
13955,Mike Elliott,Director,37021
295887,Ron Oliver,Director,80523
